ID_REF	VALUE
7896738	3.467427
7896740	3.981812
7896742	5.74445
7896744	4.636076
7896746	12.90788
7896748	11.33898
7896750	5.357104
7896752	11.96237
7896754	5.920994
7896756	5.244305
7896759	5.925431
7896761	7.222858
7896779	7.03921
7896798	7.868686
7896817	8.161802
7896822	7.789464
7896859	6.102989
7896861	4.272004
7896863	6.436287
7896865	7.382453
7896878	7.679094
7896882	6.889542
7896908	7.790526
7896917	6.697214
7896921	6.647477
7896929	8.429305
7896937	6.542757
7896952	7.994046
7896961	7.144368
7896983	6.936461
7896985	6.923603
7897006	8.050423
7897026	5.814224
7897034	7.303333
7897044	6.846056
7897066	6.921134
7897068	8.455825
7897076	6.340861
7897078	8.14975
7897089	7.17983
7897119	7.526547
7897128	6.48714
7897132	6.692259
7897154	6.944838
7897172	7.503211
7897179	7.19276
7897196	5.993676
7897210	6.059148
7897227	5.43207
7897236	7.182916
7897257	7.256879
7897263	6.945722
7897277	5.371583
7897280	7.25318
7897286	7.533013
7897288	7.214807
7897293	8.450505
7897295	6.231081
7897305	6.611623
7897322	7.214103
7897329	7.239306
7897339	5.992716
7897368	4.974219
7897370	9.022417
7897378	6.225928
7897404	9.671451
7897416	6.01448
7897422	7.38643
7897424	5.412065
7897426	4.966249
7897439	6.143873
7897441	6.99625
7897449	7.894472
7897460	6.242244
7897469	6.835021
7897482	6.527636
7897509	5.388403
7897520	6.024467
7897522	5.344016
7897527	7.506429
7897559	4.845321
7897561	6.988156
7897620	8.445009
7897632	6.463679
7897648	7.629158
7897661	7.428735
7897663	7.768404
7897675	4.257027
7897683	3.391293
7897685	7.728457
7897691	6.446765
7897714	7.348951
7897728	7.330609
7897737	7.191527
7897745	8.791344
7897753	6.581268
7897774	6.119901
7897801	12.28065
7897803	7.596253
7897824	8.16856
7897849	8.11203
7897860	7.047726
7897877	7.548185
7897890	6.174567
7897953	7.323243
7897955	4.363632
7897960	4.571695
7897964	3.786592
7897966	5.227348
7897974	5.323308
7897978	3.841105
7897987	3.885046
7897991	6.827908
7897995	3.85579
7897997	5.843991
7898002	5.439355
7898007	4.866843
7898012	4.670709
7898020	5.111224
7898026	4.547502
7898030	5.950534
7898034	5.111224
7898040	4.670709
7898048	4.963498
7898052	6.47787
7898057	6.586801
7898070	6.796499
7898084	7.124984
7898102	5.619692
7898112	5.920867
7898115	7.254503
7898124	5.25287
7898161	9.222513
7898167	6.2346
7898176	5.843639
7898184	5.889698
7898192	6.456231
7898209	7.321117
7898211	6.497073
7898227	7.285831
7898249	6.564392
7898256	6.294963
7898263	7.608481
7898276	9.666413
7898278	7.37619
7898294	2.643162
7898296	5.290669
7898300	5.804398
7898314	5.609696
7898328	8.783713
7898337	8.047976
7898350	6.163285
7898353	6.179249
7898355	6.041615
7898357	6.068283
7898371	5.418016
7898373	4.231097
7898375	13.72385
7898377	6.772669
7898405	3.541063
7898407	4.889931
7898411	13.72385
7898413	5.879275
7898431	6.122165
7898448	5.647913
7898466	4.536595
7898483	6.889424
7898516	5.508945
7898521	7.066792
7898533	7.420753
7898535	3.524833
7898537	7.014503
7898549	7.497237
7898556	7.534967
7898568	5.184983
7898570	6.625679
7898572	3.083506
7898574	9.734849
7898582	7.303929
7898585	8.66768
7898594	6.632792
7898602	6.790029
7898607	7.216647
7898609	5.719525
7898616	6.356162
7898623	5.540182
7898627	5.963052
7898653	8.377928
7898655	6.107229
7898663	7.332776
7898673	6.655776
7898675	2.894197
7898677	7.952106
7898679	6.222873
7898693	8.282029
7898707	7.262883
7898713	7.353373
7898721	3.781899
7898723	6.754541
7898725	7.06247
7898732	4.51292
7898734	3.387674
7898736	6.048349
7898739	6.359147
7898750	5.620707
7898773	6.44858
7898793	9.903016
7898799	10.91301
7898805	10.00607
7898809	7.025103
7898833	7.759303
7898854	5.500416
7898856	8.446917
7898858	5.749547
7898869	6.387728
7898875	11.99644
7898881	7.204266
7898894	6.350101
7898902	9.167843
7898910	8.350212
7898916	6.140014
7898939	5.648689
7898957	7.73654
7898967	7.699012
7898975	9.431478
7898988	9.616343
7898998	4.736808
7899005	8.958852
7899016	9.267023
7899018	6.832604
7899023	7.044833
7899029	7.116923
7899043	8.955603
7899057	6.43996
7899069	5.712065
7899071	6.585471
7899073	3.786507
7899075	5.942101
7899087	6.285641
7899093	7.480639
7899096	8.211605
7899101	7.121081
7899124	5.016786
7899134	6.736344
7899151	3.220821
7899153	10.44758
7899160	9.855057
7899167	4.991134
7899173	7.021955
7899187	10.56143
7899192	7.784068
7899220	7.587711
7899244	6.75679
7899251	3.554592
7899253	8.487076
7899265	10.02588
7899273	8.122658
7899284	8.254407
7899287	8.650828
7899289	6.573195
7899310	6.797237
7899323	7.161777
7899343	7.513061
7899346	10.27035
7899348	7.2665
7899350	6.78289
7899361	7.296453
7899375	3.849625
7899377	7.65127
7899392	9.386091
7899394	7.344757
7899407	7.011117
7899417	6.413068
7899424	8.152348
7899436	6.230177
7899448	5.161074
7899455	7.241274
7899462	7.481107
7899480	12.71413
7899484	3.659672
7899486	7.006969
7899499	4.223331
7899502	12.1712
7899504	5.908735
7899517	3.146719
7899519	6.563452
7899528	6.544687
7899534	5.979559
7899560	7.5887
7899562	7.795109
7899595	5.964113
7899600	5.319459
7899602	4.920414
7899604	6.498349
7899615	8.620696
7899627	7.265569
7899643	6.703464
7899654	7.207525
7899675	7.28641
7899688	6.790113
7899703	7.261051
7899719	6.580945
7899727	6.748618
7899737	8.802996
7899750	6.59603
7899753	7.155349
7899774	7.288312
7899790	5.548706
7899797	6.24053
7899811	3.025476
7899813	9.477008
7899821	7.514518
7899829	6.453123
7899841	6.650003
7899849	6.765123
7899851	6.433852
7899870	8.326957
7899882	5.199001
7899884	4.870371
7899898	5.213629
7899905	6.02418
7899909	7.970364
7899911	5.810029
7899921	5.699792
7899927	5.984962
7899932	5.98505
7899939	7.372665
7899943	5.433748
7899955	11.40658
7899957	7.438283
7899988	2.983404
7899990	8.118201
7900001	7.929388
7900009	6.394557
7900030	7.510613
7900051	6.664177
7900076	5.909621
7900087	6.863558
7900095	8.604682
7900119	7.222651
7900129	6.663317
7900144	6.025687
7900146	7.315588
7900157	12.63291
7900159	6.051506
7900167	6.789661
7900181	3.782986
7900183	6.900837
7900192	7.924928
7900197	5.619692
7900201	6.957076
7900212	4.421296
7900214	3.440377
7900216	9.0741
7900228	10.82137
7900235	7.372087
7900336	6.286831
7900340	6.238098
7900350	3.885926
7900352	7.028122
7900354	7.055101
7900365	5.908836
7900382	9.430184
7900395	6.303956
7900405	3.653731
7900409	4.556505
7900413	7.956996
7900426	8.272524
7900438	5.309166
7900446	5.56327
7900454	5.886207
7900461	4.383023
7900468	8.57827
7900488	4.027218
7900490	4.343658
7900492	6.342928
7900510	7.174156
7900531	6.680055
7900538	7.706062
7900540	5.991982
7900546	7.84336
7900555	4.009307
7900576	7.04929
7900585	11.90691
7900597	7.248492
7900603	5.284506
7900609	6.516258
7900624	6.041174
7900633	3.347793
7900635	5.496025
7900639	5.324975
7900652	4.413653
7900654	7.849763
7900658	5.548735
7900683	5.806988
7900699	8.410162
7900710	6.847936
7900792	9.037977
7900833	5.979466
7900857	7.045285
7900876	3.246806
7900878	7.101182
7900888	6.620502
7900911	6.647172
7900922	8.093164
7900931	8.85644
7900944	7.215143
7900957	6.066038
7900962	6.011347
7900977	3.241816
7900979	6.943592
7900999	5.984261
7901010	5.961636
7901036	3.831212
7901038	11.49842
7901046	12.85082
7901048	10.54196
7901050	9.604175
7901052	8.458864
7901054	7.215757
7901071	3.95441
7901073	7.576192
7901087	5.74733
7901091	6.966519
7901102	7.232708
7901110	8.09454
7901123	6.904075
7901135	7.249767
7901140	7.385599
7901175	5.349839
7901187	6.19218
7901192	6.218688
7901212	8.343087
7901219	5.499187
7901227	4.15855
7901229	5.718318
7901247	7.169601
7901253	5.49604
7901256	4.975275
7901272	6.471642
7901287	4.219612
7901293	5.715026
7901299	9.59516
7901309	8.09003
7901311	6.74067
7901314	5.980854
7901316	5.589448
7901334	2.949501
7901336	5.285793
7901338	3.710142
7901340	4.886903
7901342	4.148029
7901357	7.704321
7901359	3.601816
7901361	2.946072
7901363	6.06808
7901374	3.601611
7901376	7.497753
7901383	3.259871
7901385	6.560385
7901418	8.113828
7901426	4.994709
7901443	7.461696
7901445	7.338996
7901447	7.27442
7901460	7.69409
7901466	5.82354
7901477	5.739151
7901479	6.412189
7901497	5.175832
7901513	6.871715
7901535	7.174683
7901549	6.408097
7901557	7.469736
7901563	3.446723
7901565	4.583467
7901577	7.123953
7901592	6.034434
7901601	9.027287
7901611	6.052074
7901613	5.971592
7901634	5.818741
7901662	6.697837
7901675	4.400639
7901687	7.432182
7901691	5.758385
7901696	6.507689
7901710	2.753517
7901712	3.279981
7901714	5.940188
7901720	4.346684
7901732	4.330044
7901744	7.923647
7901746	8.261311
7901748	6.243687
7901765	4.847064
7901788	8.423605
7901802	5.619692
7901804	6.185829
7901852	6.683136
7901854	4.460787
7901856	5.61264
7901858	7.002896
7901860	3.591625
7901867	6.443547
7901883	4.019083
7901895	4.63084
7901911	4.98497
7901913	6.447358
7901915	6.019021
7901931	4.044456
7901948	3.583522
7901951	6.868026
7901967	7.480422
7901969	7.344326
7901982	3.45835
7901993	5.641722
7902023	6.614601
7902036	7.008616
7902038	7.668616
7902043	5.782536
7902072	4.025989
7902074	5.910503
7902102	4.01063
7902104	7.417995
7902127	5.27765
7902158	4.038392
7902166	6.496843
7902189	3.740992
7902203	5.56874
7902205	5.844755
7902223	7.884181
7902225	3.506222
7902227	6.830963
7902235	4.808792
7902265	8.291553
7902267	7.08811
7902269	8.570378
7902282	6.717916
7902290	4.703433
7902306	3.653737
7902308	5.80793
7902317	3.851485
7902345	6.586175
7902353	4.99661
7902365	4.478574
7902367	7.686989
7902382	5.692704
7902396	5.984296
7902398	10.64634
7902400	8.298091
7902402	3.102915
7902425	4.125309
7902435	8.341111
7902439	3.416581
7902441	7.126575
7902448	11.26846
7902452	4.134191
7902472	7.481156
7902474	7.163958
7902476	5.941077
7902493	9.132036
7902495	5.573264
7902512	4.956045
7902518	5.164603
7902527	4.445965
7902541	7.389756
7902553	6.532631
7902563	5.238099
7902565	5.858974
7902592	5.777464
7902594	5.703871
7902611	6.281516
7902615	3.010257
7902617	4.439518
7902623	3.903167
7902634	6.91945
7902645	4.180917
7902660	4.314887
7902685	3.332872
7902687	7.664205
7902700	5.509961
7902702	3.927452
7902721	3.782111
7902738	4.243278
7902754	3.829598
7902771	8.634913
7902787	3.721825
7902789	7.502523
7902799	5.788294
7902808	6.343001
7902810	8.394656
7902822	6.16671
7902848	7.1611
7902850	4.620883
7902861	6.861807
7902874	7.683134
7902883	8.249352
7902891	5.208273
7902909	6.867226
7902911	6.222876
7902913	5.653821
7902930	3.78951
7902934	4.058357
7902957	6.409781
7902965	3.536339
7902977	4.148387
7902984	3.079155
7902992	6.232348
7903008	4.9742
7903010	6.570291
7903022	10.86893
7903024	4.807214
7903026	2.881901
7903028	3.52387
7903030	3.419093
7903032	6.205942
7903049	5.19402
7903079	7.55402
7903090	3.100532
7903092	6.96001
7903109	2.698875
7903111	3.146735
7903113	3.008333
7903115	3.883379
7903117	5.239393
7903119	6.933702
7903144	6.411607
7903162	5.576547
7903171	6.11685
7903181	3.690746
7903183	6.023283
7903186	4.210428
7903188	5.558311
7903203	6.066477
7903214	5.001078
7903227	6.467879
7903239	5.034357
7903281	6.348892
7903292	3.230946
7903294	7.13041
7903308	5.327069
7903321	6.881259
7903334	4.96234
7903355	6.994903
7903358	5.938552
7903369	7.268775
7903389	6.892035
7903391	5.152335
7903393	6.596699
7903399	4.333267
7903401	3.940304
7903404	6.039361
7903407	4.764729
7903414	4.898956
7903425	4.749246
7903440	4.749246
7903455	3.337137
7903457	6.364731
7903461	4.954071
7903474	8.170367
7903478	5.804535
7903490	6.059886
7903507	6.959668
7903519	6.971931
7903530	4.347372
7903541	5.622382
7903561	4.009773
7903565	7.012628
7903582	11.4727
7903586	8.377032
7903592	7.049829
7903619	7.557386
7903632	7.034333
7903667	6.297543
7903676	7.227876
7903688	7.118522
7903694	7.609686
7903703	7.269135
7903717	8.281662
7903719	6.922436
7903742	6.19594
7903753	5.376235
7903765	5.522019
7903777	4.581335
7903786	7.757213
7903803	6.861251
7903827	6.642232
7903851	6.104391
7903854	5.690026
7903867	7.196862
7903876	2.970738
7903878	7.673443
7903884	5.494645
7903889	4.046264
7903893	8.569557
7903906	4.596597
7903908	6.830364
7903920	7.296218
7903935	3.983785
7903945	4.662393
7903959	4.591532
7903970	6.483526
7903972	8.163418
7903980	9.316343
7903988	6.305624
7904000	5.809701
7904014	3.44494
7904016	2.904224
7904018	7.013556
7904025	6.208604
7904036	8.1333
7904048	6.298944
7904050	7.395632
7904073	6.435824
7904082	5.817823
7904084	6.11824
7904086	5.614729
7904106	6.184907
7904131	5.822522
7904137	7.313737
